Averaged TEY data for P950-Hf15x1
Time(s)	MeanTEY	Std
5.643872e+01	1.865948e-06	2.172786e-08
5.654744e+01	1.855695e-06	7.683005e-09
5.665662e+01	1.858724e-06	1.420579e-09
5.676428e+01	1.854178e-06	9.199989e-09
5.687286e+01	1.862152e-06	1.944923e-08
5.698542e+01	1.879972e-06	1.109438e-10
5.709572e+01	1.854179e-06	1.071739e-08
5.720389e+01	1.870873e-06	9.969785e-09
5.731196e+01	1.857212e-06	6.166609e-09
5.742035e+01	1.851525e-06	1.261327e-08
5.752960e+01	1.868209e-06	1.793922e-09
5.763767e+01	1.844313e-06	8.434732e-09
5.774593e+01	1.871621e-06	5.964808e-09
5.785392e+01	1.873136e-06	1.051719e-08
5.796087e+01	1.866312e-06	2.174239e-09
5.806988e+01	1.847343e-06	8.485513e-10
5.817789e+01	1.848491e-06	1.488735e-08
5.828578e+01	1.875033e-06	1.013628e-08
5.839501e+01	1.878082e-06	1.111233e-08
5.850247e+01	1.886798e-06	5.954722e-09
5.861014e+01	1.860246e-06	4.650634e-09
5.871877e+01	1.848864e-06	5.402361e-09
5.882918e+01	1.895157e-06	1.226262e-08
5.893755e+01	1.855675e-06	2.266978e-08
5.904543e+01	1.880351e-06	1.026563e-09
5.915679e+01	1.861769e-06	1.148114e-08
5.926519e+01	1.851907e-06	1.602797e-08
5.937356e+01	1.874282e-06	2.004211e-09
5.949077e+01	1.868208e-06	4.070027e-09
5.959774e+01	1.870864e-06	3.689206e-09
5.970690e+01	1.822670e-06	1.775927e-08
5.981585e+01	1.878451e-06	5.960858e-09
5.992535e+01	1.849249e-06	1.336987e-08
6.003614e+01	4.956794e-04	4.938117e-04
6.014509e+01	1.099541e-03	1.350614e-04
6.025568e+01	1.182198e-03	1.968298e-05
6.036380e+01	1.112408e-03	2.204172e-05
6.047116e+01	1.047173e-03	1.792863e-05
6.058192e+01	9.920962e-04	1.420074e-05
6.069090e+01	9.484921e-04	1.022120e-05
6.080331e+01	9.123453e-04	7.581756e-06
6.091323e+01	8.835142e-04	5.290671e-06
6.101968e+01	8.553184e-04	9.758672e-07
6.112867e+01	8.398801e-04	2.581102e-06
6.123968e+01	8.227067e-04	1.683072e-06
6.135011e+01	8.083114e-04	7.315770e-07
6.146077e+01	7.959388e-04	2.348415e-07
6.156891e+01	7.851225e-04	2.287896e-07
6.168157e+01	7.759390e-04	4.689560e-07
6.178958e+01	7.676010e-04	8.933265e-07
6.190071e+01	7.601806e-04	1.125894e-06
6.200873e+01	7.537138e-04	1.304827e-06
6.211817e+01	7.478238e-04	1.347942e-06
6.222519e+01	7.424256e-04	1.558369e-06
6.233326e+01	7.375871e-04	1.578285e-06
6.244292e+01	7.331659e-04	1.589415e-06
6.255232e+01	7.290915e-04	1.817791e-06
